attendance,quiz1,quiz2,quiz3,quiz4,assignment1,assignment2,assignment3,assignment4,midterm,final_exam,pass_fail,needs_support
85.05,96.48,100.0,89.32,87.04,96.47,89.94,100.0,100.0,88.74,100.0,1,0
47.92,53.13,38.69,35.86,30.28,41.79,39.68,57.52,39.54,47.03,65.14,1,1
55.12,51.66,39.46,46.85,51.5,59.65,53.08,57.93,48.08,66.17,44.02,0,1
40.0,6.47,26.55,25.45,39.63,26.84,31.22,27.72,27.0,30.12,15.96,0,1
94.48,95.59,100.0,85.36,89.11,93.28,77.42,100.0,96.3,80.72,97.95,1,0
40.66,40.39,46.88,63.0,64.97,53.14,49.17,60.48,48.41,58.87,52.41,1,1
40.0,29.07,28.05,32.93,32.35,21.97,21.66,26.96,33.03,21.08,26.87,0,1
40.0,33.4,29.33,46.06,60.33,54.68,64.96,54.0,60.59,56.95,32.99,0,1
77.73,56.17,67.8,86.69,73.48,75.96,77.11,74.86,69.03,66.21,75.19,1,0
57.76,57.62,52.77,65.22,56.51,51.86,65.89,60.07,70.96,60.49,72.65,1,1
81.61,68.98,77.04,85.1,68.91,90.76,86.2,77.37,78.09,83.69,81.66,1,0
72.75,93.39,88.67,71.87,81.5,71.37,86.47,70.0,73.05,59.09,66.2,1,0
52.07,24.89,33.69,34.22,32.85,48.85,57.57,50.35,40.33,27.75,40.49,0,1
78.34,81.24,72.57,71.62,69.47,91.43,73.34,81.85,98.54,59.58,71.85,1,0
54.14,55.21,46.11,47.47,57.62,55.9,58.13,59.26,45.84,53.67,52.94,1,1
85.14,100.0,95.31,83.09,78.98,95.43,89.9,94.37,100.0,90.84,77.03,1,0
67.73,75.49,68.25,57.17,57.42,57.94,67.77,65.4,69.75,70.87,72.72,1,0
94.47,90.31,99.19,100.0,100.0,100.0,100.0,94.63,100.0,88.5,97.17,1,0
43.07,20.63,26.27,40.47,39.92,33.19,60.38,39.45,27.43,32.1,47.23,0,1
72.2,78.09,84.49,92.79,93.83,93.99,89.57,69.95,78.92,87.28,76.38,1,0
44.96,32.41,27.31,56.67,41.91,48.49,55.01,45.43,49.1,30.91,32.86,0,1
40.0,49.21,52.06,34.68,31.75,45.07,32.49,70.75,36.45,21.24,34.03,0,1
45.17,66.01,46.08,30.98,43.57,54.93,60.8,56.23,56.43,44.52,51.3,1,1
40.73,53.71,47.85,64.97,42.82,50.82,64.03,53.06,58.69,44.48,42.99,0,1
95.43,94.09,92.8,75.54,98.7,92.74,100.0,100.0,100.0,89.49,88.38,1,0
72.41,72.46,55.15,71.69,70.12,77.34,78.3,76.71,82.22,64.76,83.22,1,0
81.74,79.39,82.86,97.34,92.47,81.91,81.49,91.56,81.79,64.45,95.47,1,0
40.0,55.91,38.04,39.02,24.16,47.35,54.55,33.74,56.72,10.09,63.19,1,1
88.76,80.05,100.0,65.79,85.97,92.14,100.0,87.94,100.0,94.64,77.6,1,0
93.94,74.16,100.0,85.47,94.16,100.0,91.57,83.32,81.15,85.71,92.48,1,0
46.02,33.82,46.37,42.01,40.15,37.91,51.27,43.73,36.76,23.08,52.43,1,1
46.19,42.28,58.45,39.18,45.34,54.53,40.48,33.56,41.24,46.14,23.87,0,1
62.12,55.84,83.77,51.86,65.9,49.94,69.39,59.95,46.17,64.85,50.58,1,1
47.48,53.32,49.73,44.01,55.86,60.88,54.46,43.29,31.82,51.13,54.34,1,1
81.97,76.67,81.51,100.0,77.47,99.87,86.67,88.9,98.41,81.48,97.85,1,0
40.0,17.56,37.56,17.62,31.79,26.45,12.93,26.15,26.25,24.05,32.95,0,1
76.84,65.92,91.34,79.08,87.02,86.42,87.24,83.09,78.12,71.43,84.4,1,0
49.1,42.63,46.63,46.99,51.56,58.32,54.51,38.22,58.71,36.11,40.68,0,1
70.19,69.28,81.56,69.94,71.12,64.09,77.95,86.79,64.73,60.24,65.08,1,0
46.91,60.8,64.18,44.51,48.58,76.16,60.36,63.21,62.11,53.9,41.82,0,1
42.73,53.04,44.96,39.74,57.37,55.33,49.41,57.14,70.49,39.27,51.51,1,1
40.0,16.22,25.15,27.16,22.7,35.78,31.83,46.07,25.32,16.82,37.31,0,1
40.0,14.78,29.02,4.27,13.99,23.75,14.22,20.74,25.15,10.97,17.75,0,1
71.4,48.58,55.93,56.87,54.2,60.46,66.79,65.71,54.02,58.66,45.89,0,1
78.81,100.0,83.21,78.62,86.15,88.12,85.29,88.4,96.15,62.05,100.0,1,0
100.0,95.67,76.28,80.07,92.12,96.72,91.12,91.92,92.3,75.47,93.01,1,0
64.89,62.5,68.68,49.34,58.77,65.43,72.5,70.36,72.18,57.05,51.86,1,1
57.42,56.79,52.72,55.24,32.04,51.93,51.24,58.64,38.47,59.75,46.23,0,1
55.62,67.16,57.72,45.39,45.7,64.94,65.04,50.62,50.19,57.44,70.6,1,1
40.0,40.81,50.85,48.54,39.77,59.27,49.68,51.94,54.2,42.75,37.05,0,1
86.67,76.08,73.86,45.18,80.07,83.75,81.66,68.16,76.07,73.93,69.88,1,0
40.0,2.93,27.76,16.85,14.89,11.38,2.49,15.74,11.1,1.9,12.56,0,1
40.0,55.74,62.24,46.74,38.69,45.18,37.08,51.33,48.36,31.74,42.2,0,1
40.0,22.11,40.87,34.91,31.48,31.19,12.64,27.19,39.21,22.79,48.62,0,1
96.4,85.91,86.44,91.91,77.14,99.4,87.22,92.93,100.0,69.82,77.41,1,0
73.9,93.37,100.0,91.76,100.0,100.0,100.0,93.9,100.0,79.69,96.99,1,0
40.0,18.13,12.03,12.27,0.0,28.86,23.27,22.35,29.95,3.17,9.06,0,1
40.0,17.82,1.31,11.98,6.24,20.14,12.68,30.31,23.35,23.3,33.89,0,1
40.0,32.8,26.74,49.91,43.92,43.14,33.77,45.34,33.04,35.44,34.32,0,1
72.18,77.97,85.1,85.12,73.91,92.62,93.56,85.04,98.95,44.25,86.75,1,0
40.0,28.28,33.21,31.68,38.34,40.82,61.4,42.51,48.15,26.95,13.76,0,1
52.96,62.84,59.13,49.35,49.63,56.65,69.44,63.86,63.78,55.43,47.69,0,1
100.0,90.03,100.0,92.95,95.69,98.4,90.25,100.0,94.88,85.01,88.62,1,0
81.35,78.22,81.13,69.54,81.23,63.66,81.89,85.13,82.69,85.87,69.45,1,0
52.4,49.76,52.68,38.72,48.8,44.49,53.24,53.02,51.75,32.12,48.32,0,1
56.55,67.01,63.49,51.33,49.09,52.11,61.26,67.09,52.29,57.65,56.75,1,1
69.13,70.01,90.69,87.74,80.27,62.93,96.13,78.05,77.43,87.37,69.54,1,0
99.41,99.27,89.25,93.83,88.84,100.0,100.0,89.48,100.0,83.24,97.57,1,0
40.0,8.93,25.69,6.19,8.65,6.57,2.7,13.81,9.91,14.35,0.0,0,1
46.91,41.96,45.59,46.42,50.2,40.48,51.07,47.59,35.44,58.53,32.74,0,1
89.06,100.0,100.0,100.0,83.5,94.66,94.11,100.0,99.62,90.91,75.63,1,0
89.86,74.82,88.38,70.93,86.87,76.95,91.08,82.75,93.91,98.91,86.42,1,0
40.0,2.39,13.2,35.46,0.0,22.71,34.25,9.11,9.86,4.19,17.63,0,1
53.58,79.0,68.36,66.78,91.42,54.0,68.06,83.6,67.74,55.22,63.47,1,1
86.18,99.39,82.01,96.64,82.34,99.95,91.61,100.0,99.12,84.52,100.0,1,0
74.33,79.16,61.75,80.19,65.88,87.38,78.18,74.93,94.81,80.14,65.7,1,0
83.73,96.05,86.02,81.31,71.81,100.0,74.9,100.0,87.34,79.68,83.56,1,0
70.78,60.85,80.13,67.89,80.4,82.03,81.0,88.96,59.55,60.41,57.6,1,0
40.0,0.0,0.15,2.92,22.12,13.4,2.94,13.52,0.0,0.0,11.51,0,1
53.26,52.24,47.16,71.3,67.15,60.28,86.79,66.81,70.92,63.86,33.56,0,1
40.0,16.27,30.07,38.73,10.15,24.28,32.97,23.26,17.11,4.87,14.47,0,1
99.1,87.79,94.5,100.0,100.0,100.0,91.89,90.62,100.0,100.0,100.0,1,0
95.03,100.0,90.13,100.0,100.0,100.0,94.93,100.0,100.0,87.56,100.0,1,0
40.0,33.6,17.75,45.6,6.47,33.54,49.36,34.24,44.41,22.36,9.45,0,1
40.0,39.4,21.95,3.44,37.1,30.92,38.05,28.99,15.8,29.87,43.3,0,1
40.0,0.0,5.2,15.1,12.77,0.0,0.0,2.29,25.84,15.9,10.79,0,1
92.0,84.27,89.06,99.61,99.12,93.94,100.0,96.56,87.5,85.09,87.42,1,0
92.26,100.0,97.8,98.94,98.34,96.09,100.0,99.39,100.0,100.0,100.0,1,0
90.81,87.96,98.67,72.45,86.67,99.17,100.0,90.06,88.8,70.73,71.75,1,0
48.69,58.71,54.91,65.73,68.79,65.32,53.15,72.26,73.26,59.55,45.71,0,1
75.39,61.66,51.22,57.58,49.32,65.02,59.25,69.96,71.78,78.76,69.48,1,0
63.64,74.05,66.4,60.99,74.0,82.37,73.85,81.04,88.98,92.02,76.27,1,1
80.34,76.81,96.15,95.37,95.07,92.95,95.43,82.2,79.84,73.87,71.24,1,0
61.43,78.07,55.14,60.85,62.45,78.42,63.21,74.18,62.45,68.65,46.81,0,1
65.89,55.26,75.07,60.76,54.72,81.84,77.47,70.81,59.39,54.27,72.81,1,0
40.0,29.71,30.26,30.43,51.43,38.48,31.84,23.38,21.79,24.55,35.4,0,1
40.0,34.25,19.3,12.3,8.7,10.01,11.85,23.17,19.77,12.11,6.57,0,1
87.46,93.58,89.12,99.72,94.16,100.0,96.13,94.43,97.45,80.36,89.51,1,0
90.43,97.19,93.18,100.0,94.39,97.17,100.0,94.56,100.0,100.0,94.61,1,0
45.12,34.51,62.58,55.38,35.76,51.26,42.82,56.53,43.43,44.5,29.66,0,1
80.84,100.0,79.49,80.48,76.68,72.86,87.29,99.08,66.11,78.73,79.09,1,0
62.91,79.04,38.23,52.81,45.38,76.36,72.32,62.36,50.82,45.28,63.82,1,1
40.0,7.07,0.0,0.0,6.07,0.0,0.0,0.0,0.91,0.0,0.0,0,1
43.88,50.73,40.88,37.61,33.35,48.11,56.19,53.92,53.12,47.71,40.01,0,1
83.38,91.78,100.0,90.05,100.0,100.0,100.0,100.0,100.0,100.0,86.41,1,0
67.02,71.51,62.19,71.94,79.01,75.89,71.08,72.37,88.08,69.15,69.72,1,0
69.99,71.36,81.78,63.05,68.92,66.14,56.44,72.1,74.92,58.3,93.8,1,0
56.1,62.29,83.49,79.23,72.4,61.43,71.81,62.4,70.5,51.69,47.59,0,1
72.57,77.18,47.06,63.87,37.42,57.77,55.1,66.85,73.06,67.2,73.8,1,0
78.99,63.72,84.66,75.65,72.75,96.73,71.31,95.02,80.14,84.53,81.79,1,0
96.5,81.33,82.24,89.28,60.47,84.32,87.56,100.0,87.15,90.63,100.0,1,0
40.0,50.56,47.5,48.01,72.65,59.54,51.33,45.75,59.92,56.06,57.78,1,1
40.0,46.26,50.77,46.47,41.34,43.51,48.51,70.24,53.7,77.41,69.15,1,1
40.0,24.53,21.88,38.71,31.97,34.21,22.27,40.27,36.46,22.49,30.67,0,1
49.98,60.07,44.79,67.48,54.25,52.55,67.69,55.78,62.25,68.07,58.56,1,1
40.0,13.95,3.53,12.36,14.94,17.48,19.44,31.59,23.1,16.9,17.14,0,1
44.58,64.34,40.3,45.02,57.22,45.96,59.12,60.06,67.4,54.8,71.1,1,1
40.0,28.49,42.48,41.6,27.25,36.0,32.0,54.84,46.67,33.14,36.17,0,1
78.89,90.36,74.31,80.86,79.32,89.85,100.0,90.33,100.0,94.95,85.42,1,0
94.21,86.87,68.61,83.04,82.46,76.42,90.37,91.47,92.06,99.17,77.01,1,0
66.81,55.73,82.67,77.91,72.9,74.25,78.84,79.86,78.14,53.24,89.41,1,0
50.25,59.06,61.0,58.07,74.43,65.15,52.87,63.89,60.84,55.72,59.68,1,1
40.0,36.64,54.51,21.39,33.69,51.73,33.13,34.47,58.83,36.65,45.04,0,1
81.51,90.7,82.26,93.47,76.31,87.66,86.5,93.66,80.9,83.06,89.83,1,0
46.35,36.41,24.89,28.18,54.37,47.21,72.72,29.65,51.19,64.52,50.79,1,1
56.55,45.59,54.01,37.23,58.87,59.02,70.9,68.46,68.88,23.91,63.83,1,1
40.0,22.24,29.64,18.75,50.31,35.12,27.18,40.87,35.55,18.95,41.38,0,1
40.0,25.84,24.72,25.0,24.98,21.15,16.15,24.11,15.83,0.0,4.99,0,1
84.12,78.02,94.92,90.27,88.13,99.51,87.72,100.0,84.39,89.28,95.59,1,0
51.16,65.62,36.75,61.91,67.13,59.68,54.14,44.42,53.06,73.57,69.47,1,1
50.45,65.9,53.74,34.59,55.9,57.89,49.01,46.84,65.38,59.16,38.81,0,1
58.59,71.04,49.07,72.27,71.78,66.54,78.92,70.55,63.82,51.4,56.08,1,1
76.44,64.91,67.58,71.2,72.82,89.87,85.36,88.38,73.57,59.19,66.78,1,0
70.47,64.68,76.12,63.34,81.72,74.36,76.24,77.75,88.02,86.9,55.19,1,0
40.0,0.0,0.0,0.21,0.0,8.52,0.53,10.33,15.14,0.0,4.47,0,1
40.0,43.13,32.34,24.13,37.52,31.66,38.16,31.13,33.27,30.13,11.81,0,1
75.87,65.29,90.12,92.18,74.38,100.0,75.75,85.16,89.64,60.98,96.57,1,0
69.56,74.56,70.61,100.0,95.91,85.91,84.75,88.43,100.0,100.0,88.52,1,0
40.0,50.95,23.08,35.03,35.33,31.91,31.91,41.57,21.85,23.47,33.97,0,1
40.0,29.65,48.09,50.13,52.4,39.25,37.6,44.45,27.82,29.55,32.16,0,1
66.08,58.57,59.98,50.23,43.89,63.88,82.23,73.79,81.75,60.64,69.36,1,0
40.0,28.64,4.83,16.16,26.72,21.4,17.29,12.67,12.79,8.02,4.89,0,1
100.0,93.71,84.77,93.25,77.87,100.0,96.31,100.0,98.33,78.84,80.73,1,0
98.92,97.34,75.95,79.85,95.16,99.67,97.23,97.96,97.39,87.07,90.26,1,0
49.67,46.84,51.86,66.94,63.54,59.72,44.0,69.12,50.75,26.71,50.26,1,1
60.66,53.19,58.07,50.47,55.61,67.79,39.21,53.93,62.15,42.0,44.2,0,1
40.0,26.86,37.32,45.06,30.31,35.5,38.55,32.27,28.59,9.36,24.79,0,1
63.76,48.99,61.29,39.06,44.68,65.55,55.94,50.07,63.99,66.59,57.98,1,1
69.35,85.79,88.99,100.0,94.1,100.0,100.0,100.0,94.7,87.72,85.96,1,0
72.64,72.61,78.5,83.76,80.77,65.94,87.14,75.26,92.14,68.57,64.72,1,0
56.53,68.88,76.96,59.61,41.14,62.76,61.67,56.85,73.23,65.3,49.37,0,1
98.42,95.65,100.0,100.0,90.85,100.0,94.43,100.0,93.78,100.0,100.0,1,0
40.0,0.0,0.0,0.0,0.0,0.0,5.47,11.24,11.64,7.18,6.44,0,1
43.29,58.46,52.0,59.97,54.67,67.38,51.24,74.05,62.26,57.26,71.62,1,1
40.0,33.76,32.07,23.59,31.33,29.42,36.84,24.52,28.04,23.18,16.61,0,1
86.93,100.0,96.98,93.82,98.04,100.0,100.0,100.0,98.75,88.37,100.0,1,0
68.93,65.17,66.24,77.77,61.65,66.97,63.83,60.23,58.23,72.1,61.98,1,0
77.29,79.89,66.73,69.65,75.9,83.24,81.53,95.96,79.79,59.67,77.1,1,0
59.57,59.1,39.3,58.1,34.82,48.48,44.89,55.05,40.46,37.92,43.81,0,1
49.65,54.64,59.03,60.15,39.31,54.28,58.04,51.5,53.28,57.98,45.08,0,1
75.81,83.69,87.89,98.39,82.01,81.05,74.77,94.74,95.12,67.52,83.14,1,0
51.13,71.3,63.55,56.3,70.24,60.08,57.09,69.47,76.57,52.97,57.68,1,1
82.16,75.7,99.94,92.58,84.48,89.88,87.0,89.41,90.11,97.63,81.51,1,0
45.85,43.99,33.74,64.67,43.27,50.5,34.44,42.99,35.65,36.33,42.72,0,1
100.0,90.09,100.0,87.99,92.65,100.0,100.0,93.46,99.63,83.04,93.54,1,0
40.0,28.89,50.15,21.2,1.97,33.94,37.43,46.45,15.8,17.1,18.61,0,1
86.06,100.0,76.76,93.1,95.07,88.8,88.25,91.69,83.58,100.0,64.9,1,0
40.0,43.02,40.36,64.77,39.69,45.69,24.77,47.66,47.81,22.75,45.84,0,1
74.81,80.17,85.31,67.36,84.26,84.52,81.05,81.99,78.03,56.43,86.03,1,0
95.71,89.73,85.44,74.09,90.99,89.65,87.26,97.12,83.01,91.2,99.51,1,0
49.29,56.78,29.89,49.79,58.04,41.5,56.0,44.35,58.87,46.65,39.29,0,1
91.02,97.39,98.12,81.02,74.48,100.0,100.0,100.0,99.4,92.52,100.0,1,0
62.94,74.26,61.88,66.74,72.55,79.97,94.38,77.5,67.47,66.01,73.14,1,1
54.68,37.6,40.9,34.62,49.09,45.15,51.0,40.79,51.99,60.55,47.01,0,1
40.97,70.9,56.99,60.22,49.39,59.82,63.76,48.36,74.33,57.22,77.32,1,1
65.81,74.34,57.67,64.05,100.0,71.55,81.25,64.01,63.31,66.31,62.76,1,0
40.0,31.46,24.26,49.21,53.31,33.31,47.14,33.7,43.22,18.33,47.49,0,1
55.35,39.77,41.72,32.64,40.65,44.57,56.11,59.11,54.58,43.59,36.83,0,1
51.42,46.19,53.79,71.96,61.7,56.58,58.0,41.28,58.21,46.06,46.91,0,1
58.05,64.46,70.97,70.75,73.6,73.64,74.64,75.4,89.85,59.59,73.04,1,1
60.02,46.96,45.12,52.23,65.81,51.77,56.31,63.98,69.38,61.72,56.75,1,1
40.0,26.43,21.59,3.08,35.26,22.71,13.65,11.72,27.49,0.0,19.75,0,1
80.51,94.72,85.65,100.0,86.72,99.96,98.37,100.0,100.0,79.8,80.99,1,0
84.69,86.29,65.43,86.91,84.68,83.44,87.05,86.41,100.0,88.51,73.23,1,0
96.02,94.36,93.25,94.51,78.19,97.25,100.0,89.35,100.0,80.3,100.0,1,0
40.0,0.0,16.19,13.67,40.71,18.94,25.79,26.69,29.61,9.88,17.45,0,1
77.03,69.85,97.73,84.57,92.77,97.59,97.08,85.69,90.89,71.95,87.99,1,0
58.12,71.08,88.5,91.69,78.73,77.69,85.24,86.46,92.2,65.76,63.94,1,1
40.0,37.08,21.35,33.94,48.19,42.48,34.42,30.75,18.72,21.52,53.61,1,1
97.51,100.0,91.38,97.71,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,0
60.19,53.3,56.13,43.54,55.45,73.9,66.64,60.61,53.8,65.51,43.75,0,1
65.6,81.0,60.62,51.81,77.49,80.79,77.74,85.49,82.86,81.74,85.92,1,0
68.74,93.59,88.22,72.72,64.02,66.84,85.91,80.23,70.85,85.18,45.6,0,0
75.39,85.73,74.45,84.55,76.91,86.09,79.2,73.4,94.27,71.51,73.94,1,0
84.08,65.58,57.47,78.72,66.22,78.66,80.02,75.21,68.14,75.72,57.24,1,0
40.0,26.34,17.35,35.25,21.24,34.4,45.0,23.65,30.9,39.41,35.6,0,1
40.0,41.11,30.65,26.88,29.59,37.25,50.65,41.52,43.14,19.24,32.22,0,1
80.24,72.6,92.87,71.25,66.79,82.42,90.29,78.64,87.24,78.64,96.99,1,0
40.0,11.62,14.07,24.92,13.2,12.82,20.48,22.02,12.63,7.94,16.36,0,1
80.77,47.1,56.51,59.27,67.42,72.67,60.13,70.3,72.91,72.92,55.99,1,0
43.52,49.49,39.28,32.45,38.85,69.25,54.93,47.06,40.8,47.41,53.9,1,1
67.6,63.64,87.14,76.53,60.24,78.85,67.42,78.9,58.03,76.65,56.14,1,0
90.71,89.75,82.08,98.63,100.0,100.0,99.17,79.17,93.93,80.65,85.1,1,0
40.79,28.45,72.13,36.06,52.17,70.14,59.71,51.33,59.85,28.47,53.81,1,1
48.77,49.62,44.75,34.38,43.61,40.66,45.03,48.44,50.88,43.95,47.96,0,1
40.0,20.89,12.21,0.0,11.91,16.41,32.93,17.74,17.64,3.89,0.0,0,1
40.0,32.71,41.88,30.99,21.05,39.24,36.19,29.18,31.69,47.78,43.16,0,1
65.71,66.04,62.36,91.99,62.34,78.84,77.33,66.89,63.7,64.31,64.02,1,0
40.0,46.12,17.64,41.83,0.0,30.71,27.02,35.18,35.82,24.91,18.59,0,1
74.67,93.46,100.0,81.74,92.74,94.59,87.69,96.6,73.69,86.73,98.64,1,0
79.23,90.74,90.07,94.8,97.41,100.0,67.96,92.56,88.77,82.06,62.61,1,0
77.82,88.98,68.17,86.6,90.36,86.3,77.09,85.72,93.43,100.0,81.67,1,0
80.49,78.55,77.35,79.97,63.02,97.54,89.49,81.52,74.42,66.06,71.92,1,0
87.86,79.92,73.62,73.3,84.76,89.21,87.64,91.81,87.35,83.7,91.7,1,0
87.45,78.73,90.35,100.0,77.03,84.89,96.41,84.8,97.52,100.0,100.0,1,0
47.1,47.01,27.0,39.24,48.32,51.07,44.07,67.61,53.06,16.24,47.68,0,1
40.0,45.52,37.11,12.51,26.71,46.97,37.92,39.92,28.66,49.96,25.21,0,1
97.65,86.08,98.53,93.1,100.0,97.42,100.0,99.29,95.7,100.0,96.69,1,0
40.0,41.67,46.17,38.3,52.78,39.41,52.41,57.96,41.7,47.4,57.01,1,1
60.27,50.68,83.16,81.35,77.18,85.61,79.0,72.93,66.3,61.9,60.93,1,1
77.17,94.58,93.83,100.0,96.37,88.34,86.12,87.64,97.11,88.28,84.79,1,0
81.32,71.25,80.11,86.73,86.78,74.39,84.91,88.86,85.25,72.49,74.74,1,0
85.17,98.72,83.59,100.0,83.91,98.94,100.0,100.0,95.57,100.0,96.11,1,0
50.17,63.76,48.07,47.91,67.0,45.27,59.32,78.99,72.82,47.24,58.63,1,1
40.0,0.0,7.59,13.93,0.0,10.12,3.1,10.18,6.72,10.8,0.0,0,1
85.43,100.0,100.0,100.0,90.16,94.58,100.0,100.0,100.0,88.96,94.47,1,0
40.0,44.96,34.48,38.55,33.42,43.34,46.11,43.56,49.3,54.8,32.12,0,1
47.53,36.91,20.04,49.65,58.42,60.24,51.41,57.88,48.23,40.48,54.16,1,1
63.12,60.68,39.7,61.0,58.71,72.18,69.75,68.24,71.18,54.67,58.76,1,1
44.27,68.78,57.81,52.24,41.6,66.89,52.4,62.95,55.3,36.04,60.85,1,1
83.62,100.0,84.87,74.18,86.84,98.16,100.0,90.6,85.11,80.95,70.45,1,0
81.19,77.25,77.55,77.04,84.36,87.24,85.84,84.73,76.4,83.56,71.97,1,0
69.21,84.09,57.7,81.08,67.98,67.4,78.03,73.22,70.68,87.87,58.45,1,0
55.87,61.01,46.58,59.63,59.7,65.19,56.21,58.57,73.79,27.15,51.64,1,1
40.0,34.95,22.21,21.08,25.49,37.91,28.01,45.4,27.93,30.45,37.31,0,1
47.86,50.26,17.2,47.0,42.01,44.92,40.42,45.28,53.92,41.32,35.06,0,1
92.5,82.4,100.0,100.0,100.0,98.11,100.0,100.0,100.0,100.0,100.0,1,0
87.19,88.33,68.96,85.0,98.16,80.27,97.68,81.07,93.99,84.27,93.09,1,0
40.0,29.31,36.12,22.42,31.26,27.94,50.12,37.24,28.35,0.0,16.18,0,1
60.39,37.86,63.13,37.54,51.56,49.03,51.85,33.2,45.3,41.13,49.16,0,1
51.12,53.96,36.11,40.99,58.01,45.85,42.19,63.17,79.47,23.72,65.28,1,1
40.0,25.04,17.19,20.38,5.42,17.47,20.86,29.12,24.52,23.62,23.35,0,1
40.0,31.87,34.99,40.39,27.31,38.56,29.17,31.26,52.02,12.86,27.57,0,1
89.97,71.44,100.0,91.78,100.0,100.0,100.0,91.47,92.5,76.46,85.62,1,0
55.12,59.02,47.67,68.66,73.14,81.53,64.55,73.23,55.61,47.14,57.61,1,1
61.25,57.01,74.38,68.76,71.95,55.2,53.43,53.78,61.63,51.56,54.12,1,1
40.0,0.0,11.55,6.64,2.69,5.49,13.4,7.16,9.52,8.67,2.95,0,1
59.88,25.33,23.44,42.71,48.72,49.36,46.64,30.33,59.25,37.2,39.17,0,1
46.93,50.59,54.49,41.48,48.49,45.41,51.21,49.47,35.8,26.85,54.34,1,1
40.0,36.21,44.27,50.08,38.88,49.36,39.03,44.42,42.52,35.51,26.82,0,1
96.5,97.43,86.42,100.0,93.31,100.0,91.29,97.24,85.22,87.33,95.59,1,0
92.52,100.0,96.64,98.01,93.39,97.39,100.0,100.0,100.0,100.0,89.98,1,0
76.06,100.0,87.34,60.86,91.04,90.44,74.61,77.99,88.42,91.8,73.29,1,0
40.0,14.38,35.46,6.64,27.36,34.87,23.46,35.35,34.3,11.46,7.31,0,1
40.0,34.36,23.97,15.77,15.98,30.37,35.08,20.9,31.06,18.46,9.4,0,1
56.48,76.1,79.74,67.61,87.6,86.2,73.83,69.59,71.46,56.76,69.7,1,1
40.0,35.67,39.88,47.86,36.87,38.48,44.24,44.02,32.1,33.57,45.22,0,1
40.0,40.01,30.62,47.51,29.03,40.98,34.33,38.8,31.13,31.97,26.18,0,1
40.0,18.17,14.57,45.41,25.53,28.32,31.66,42.7,33.78,39.69,21.93,0,1
40.0,30.48,38.9,32.74,18.69,41.9,32.4,24.61,33.69,18.09,40.05,0,1
50.58,54.16,72.55,57.98,66.91,59.72,65.17,61.79,55.49,48.17,66.51,1,1
45.3,54.51,19.96,35.87,40.11,45.32,44.39,49.03,39.06,24.47,32.77,0,1
40.0,34.02,25.87,28.64,29.11,38.12,37.45,44.52,32.65,28.5,15.62,0,1
65.67,59.01,49.73,59.78,63.36,60.92,74.34,63.46,57.23,51.18,65.63,1,1
81.85,74.61,77.62,62.11,94.83,86.59,82.44,90.96,86.37,79.31,83.9,1,0
40.0,6.19,7.28,21.36,9.4,10.93,11.84,16.81,25.21,7.97,0.45,0,1
40.0,0.0,10.66,7.24,0.0,0.0,6.98,8.56,0.0,0.0,9.61,0,1
40.0,59.53,31.39,48.95,54.64,45.23,54.93,53.28,58.86,50.89,45.74,0,1
40.0,21.05,29.37,36.9,23.4,57.61,27.15,52.45,48.22,47.01,22.84,0,1
85.66,88.06,99.88,100.0,99.59,92.52,96.5,94.97,100.0,62.89,99.37,1,0
76.45,94.37,96.99,79.54,74.96,90.91,85.57,100.0,91.09,86.31,78.23,1,0
72.52,83.82,71.21,69.59,98.98,81.17,71.86,68.23,100.0,54.94,80.1,1,0
40.0,43.01,50.16,38.16,38.79,48.1,42.28,52.38,49.97,29.44,41.97,0,1
45.71,42.44,33.41,26.46,62.43,51.18,51.87,49.61,38.77,28.18,32.65,0,1
60.7,56.83,61.84,48.57,54.44,55.03,68.67,58.61,52.23,49.85,75.87,1,1
44.89,26.79,65.64,55.92,64.86,64.85,51.34,47.01,65.62,43.22,54.34,1,1
40.0,11.76,0.0,4.36,0.0,10.25,2.07,11.01,10.23,4.3,3.38,0,1
59.52,57.07,63.32,57.79,44.35,51.59,59.8,59.54,58.32,60.67,60.68,1,1
45.78,59.83,28.35,13.4,36.15,45.12,48.15,39.37,37.87,35.28,16.67,0,1
74.25,99.84,78.19,96.13,60.68,91.26,86.56,83.97,83.17,62.31,67.48,1,0
40.0,40.86,46.97,39.12,49.05,43.76,48.68,36.19,50.0,11.82,30.63,0,1
47.89,19.46,13.53,21.83,36.12,30.18,26.36,30.1,37.93,29.88,30.74,0,1
66.25,89.99,51.32,60.15,91.25,64.29,57.39,67.5,62.11,87.86,55.97,1,0
79.24,86.4,89.25,53.39,78.76,85.12,78.22,100.0,76.55,78.61,66.78,1,0
91.43,89.42,75.85,88.73,98.34,100.0,87.64,100.0,88.21,75.83,98.36,1,0
63.03,59.07,55.0,67.65,64.04,71.61,62.1,60.15,71.2,54.5,60.13,1,1
48.15,35.71,44.73,43.04,44.86,65.19,49.71,54.46,53.26,41.87,67.89,1,1
90.9,80.73,100.0,100.0,83.56,100.0,93.91,89.77,93.36,63.82,92.48,1,0
73.88,80.21,88.41,70.87,78.98,95.06,82.9,77.12,88.95,79.15,77.63,1,0
40.0,15.26,39.88,41.33,42.25,46.09,30.13,45.21,46.79,31.92,31.67,0,1
